StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
4,Yes,5,87,9,72
8,No,6,75,7,69
3,No,9,90,5,69
3,Yes,5,47,4,28
6,Yes,3,71,9,64
3,Yes,6,54,7,32
9,Yes,9,56,5,56
7,Yes,2,74,5,64
7,Yes,8,51,6,45
3,Yes,1,60,8,37
8,Yes,8,63,4,59
9,Yes,6,61,5,59
8,Yes,6,49,9,42
8,Yes,1,74,8,65
2,No,1,90,8,64
7,No,1,98,6,88
9,Yes,1,75,4,67
8,Yes,5,57,8,52
3,No,3,64,5,45
6,Yes,1,50,6,43
5,Yes,0,60,4,46
2,Yes,9,97,7,76
9,No,9,91,4,93
4,Yes,9,80,8,63
6,Yes,7,90,9,84
1,No,0,45,6,18
1,Yes,6,69,8,48
2,No,1,65,6,43
2,Yes,3,83,4,57
4,Yes,0,54,7,37
5,Yes,0,55,7,42
6,No,7,95,8,84
3,No,1,97,7,78
9,Yes,9,51,6,49
4,Yes,5,46,4,28
4,Yes,3,98,4,78
2,No,9,86,5,65
7,Yes,9,68,4,60
3,No,5,72,6,52
4,No,6,99,6,82
9,Yes,0,78,6,73
3,Yes,0,97,9,79
2,No,6,97,7,75
3,Yes,8,99,7,77
4,No,5,80,5,63
5,Yes,1,42,5,27
8,Yes,0,43,7,36
9,No,2,63,8,59
6,Yes,3,78,7,68
6,No,8,41,8,31
6,Yes,4,47,8,37
4,No,7,51,5,35
1,No,7,44,8,21
7,Yes,8,61,6,54
5,No,0,89,8,76
4,No,4,62,8,44
7,No,4,80,8,75
3,Yes,4,80,7,61
9,Yes,6,43,6,40
5,No,5,75,8,61
9,No,5,43,6,41
5,Yes,5,42,5,27
7,No,9,42,7,36
3,No,9,80,5,60
4,No,3,40,9,27
4,No,0,61,9,43
9,Yes,6,43,8,41
3,No,1,57,8,38
9,Yes,2,88,6,83
3,Yes,9,76,5,56
7,Yes,7,61,4,55
5,No,0,60,8,46
9,Yes,8,98,4,95
9,Yes,9,95,5,95
2,Yes,8,94,6,72
5,No,3,83,4,68
6,No,2,79,7,64
2,Yes,9,97,5,77
9,No,7,97,9,97
6,Yes,7,90,4,74
5,No,6,54,8,37
5,No,3,80,5,63
3,Yes,7,55,4,36
4,No,0,53,5,32
1,Yes,1,97,4,70
6,No,0,59,9,49
2,Yes,6,61,7,40
4,Yes,0,49,4,32
6,Yes,8,62,4,48
7,No,5,98,8,91
3,Yes,2,97,4,77
7,No,5,58,5,49
3,No,6,94,5,75
5,No,1,75,4,59
6,No,6,43,8,29
9,Yes,6,88,7,86
6,Yes,3,46,7,35
9,No,7,53,9,56
2,Yes,5,88,8,67
1,No,2,55,6,28
2,Yes,8,43,7,26
9,No,5,63,4,61
6,Yes,1,44,5,29
1,No,9,64,5,38
1,No,8,88,6,63
7,No,0,67,8,56
1,No,2,60,5,37
8,Yes,3,58,5,54
3,No,1,48,7,26
5,Yes,3,87,4,73
6,No,4,63,7,51
3,Yes,6,67,5,49
1,No,2,81,5,58
2,No,2,65,7,43
6,No,5,69,4,57
1,No,7,89,4,65
7,Yes,6,43,8,38
1,Yes,0,75,8,52
4,Yes,9,51,8,37
2,Yes,8,91,8,70
2,Yes,6,97,8,76
5,Yes,1,80,7,67
4,No,0,49,5,30
8,No,7,84,7,78
5,Yes,2,59,6,44
5,No,4,65,4,49
2,Yes,6,48,5,22
8,Yes,8,72,7,66
7,Yes,0,65,5,55
5,No,9,54,5,41
8,No,3,70,8,64
5,No,7,83,6,71
5,No,3,70,6,54
3,No,8,66,7,45
1,Yes,5,85,8,62
4,No,8,95,9,79
1,No,7,96,8,72
3,Yes,4,89,5,69
8,Yes,8,88,5,84
7,No,9,92,9,84
6,Yes,9,77,8,67
5,Yes,9,84,5,71
9,Yes,4,69,8,64
3,No,1,79,6,56
7,No,9,97,9,91
2,No,4,52,4,28
7,No,8,86,9,78
1,Yes,3,61,9,38
9,Yes,3,60,9,60
4,Yes,1,98,4,79
3,No,9,99,9,81
9,Yes,2,70,8,69
7,No,0,94,7,85
1,No,9,96,6,73
8,Yes,3,81,9,77
8,Yes,7,57,4,51
5,No,9,68,5,56
6,Yes,2,53,9,43
6,Yes,7,90,4,80
9,No,6,92,9,93
4,No,0,80,9,63
2,Yes,8,42,6,15
3,No,7,96,8,75
7,Yes,2,58,9,51
4,Yes,7,83,7,67
2,Yes,0,65,4,44
7,No,4,45,4,31
3,Yes,6,84,7,67
1,No,3,41,4,15
4,No,1,81,8,66
8,Yes,2,47,6,42
6,Yes,6,97,8,88
2,No,1,52,6,31
4,No,3,68,7,49
7,No,6,43,9,40
1,No,2,47,9,22
6,No,3,57,9,49
2,Yes,8,92,6,73
8,Yes,3,46,6,41
7,No,8,93,6,84
1,No,0,80,4,55
7,Yes,1,48,6,38
5,Yes,2,78,8,62
6,Yes,8,57,4,47
8,Yes,5,69,4,61
1,Yes,9,87,9,65
4,Yes,4,84,6,67
3,No,1,88,4,71
1,No,2,83,7,58
9,No,7,84,8,81
5,Yes,6,89,8,76
3,No,5,98,6,80
9,Yes,1,47,7,44
9,Yes,6,74,7,73
1,No,9,99,9,79
2,No,4,49,7,25
2,No,1,95,4,75
3,No,0,92,5,72
3,Yes,8,51,7,31
4,No,4,41,7,24
8,No,8,91,9,88
2,No,6,83,7,60
9,Yes,4,57,5,58
1,No,3,68,4,42
3,No,0,76,7,56
3,Yes,8,53,6,33
3,No,0,88,9,73
5,No,9,52,4,36
6,Yes,0,51,7,37
7,No,4,45,8,35
3,No,8,60,6,39
3,Yes,8,71,9,52
2,No,1,46,7,24
2,Yes,1,92,6,68
6,Yes,7,57,6,47
1,Yes,9,94,9,74
1,No,5,77,7,50
4,No,1,45,9,25
2,Yes,4,85,8,66
2,No,6,84,5,59
8,No,2,92,7,83
4,No,4,65,4,48
8,Yes,8,90,6,88
1,Yes,8,97,5,71
1,Yes,2,76,4,49
9,Yes,0,86,9,87
5,Yes,2,54,6,39
5,Yes,8,54,8,43
6,Yes,4,47,8,39
3,Yes,4,67,7,49
4,No,9,53,6,34
2,No,5,60,6,36
5,No,1,98,6,82
8,No,4,56,5,52
2,No,6,92,6,70
3,Yes,0,86,9,66
1,No,6,85,9,67
7,Yes,0,88,6,77
3,No,4,46,7,26
3,Yes,7,59,6,39
3,Yes,3,92,8,73
2,No,0,73,7,51
2,No,6,75,4,49
9,No,0,66,6,60
2,Yes,6,41,4,13
7,Yes,1,90,6,80
8,Yes,0,48,4,44
6,Yes,0,46,8,39
7,No,3,84,4,75
7,No,6,91,6,81
6,No,4,76,6,67
6,Yes,8,43,6,30
1,Yes,0,93,8,68
8,No,9,67,9,63
8,Yes,1,97,5,91
5,No,5,97,7,83
5,No,6,66,5,51
8,Yes,9,88,5,84
7,No,5,66,9,58
8,No,1,53,5,49
3,No,2,78,8,61
1,Yes,4,74,8,48
6,No,9,92,7,82
6,Yes,0,92,4,83
9,Yes,7,78,7,76
3,No,4,49,7,30
2,No,1,43,5,18
5,No,2,42,6,26
5,No,6,71,9,59
7,No,9,84,6,76
9,No,9,54,7,55
2,No,0,98,8,76
9,Yes,8,56,7,53
1,No,7,76,9,53
5,No,1,61,8,49
6,Yes,7,58,8,44
1,Yes,0,55,4,25
9,No,1,78,7,71
6,Yes,4,87,6,74
8,Yes,3,53,6,46
8,Yes,4,83,6,75
7,Yes,0,45,7,34
3,Yes,8,46,7,28
5,No,3,80,9,65
6,No,7,82,6,69
2,No,0,90,9,70
6,Yes,0,40,8,29
2,Yes,9,90,4,69
4,Yes,9,90,8,72
5,Yes,7,75,6,60
1,Yes,5,99,9,74
5,No,0,99,9,87
7,No,1,44,7,37
5,Yes,2,87,9,77
5,Yes,9,59,8,48
4,No,5,45,8,32
3,No,4,54,7,36
7,No,2,43,5,34
6,Yes,2,72,4,61
1,No,2,96,8,69
6,No,0,67,8,55
9,Yes,9,89,9,89
6,Yes,4,53,4,40
5,No,9,90,9,78
6,Yes,1,65,5,51
9,No,4,70,8,67
1,Yes,2,87,8,61
4,Yes,7,94,4,76
1,No,0,80,9,56
1,No,0,58,4,32
6,Yes,7,70,7,61
4,Yes,6,95,5,77
9,No,7,69,9,66
5,Yes,4,57,9,42
1,Yes,3,63,8,37
5,Yes,4,79,4,64
2,Yes,6,93,5,71
3,Yes,1,80,9,62
8,Yes,5,88,4,82
6,No,6,55,4,43
6,No,6,55,8,44
1,Yes,8,50,6,23
4,No,1,41,8,22
2,Yes,5,52,4,28
4,No,6,62,9,46
6,No,8,56,7,44
5,No,6,83,7,67
1,No,6,79,9,53
6,No,7,68,5,60
6,No,6,96,6,85
4,Yes,7,44,8,26
9,Yes,2,76,5,74
9,No,1,64,6,57
5,No,2,69,9,55
4,Yes,0,88,5,71
9,Yes,8,91,8,92
1,No,9,86,4,55
2,Yes,1,91,4,67
3,No,6,67,5,47
1,No,9,51,8,28
9,Yes,9,63,4,58
6,No,4,77,6,66
9,Yes,8,56,9,56
2,No,9,92,9,72
1,No,9,62,9,36
8,Yes,9,87,4,79
1,No,4,62,4,36
6,No,9,71,7,60
6,Yes,3,74,8,61
7,Yes,5,49,6,40
3,Yes,7,52,5,33
8,No,5,79,6,75
1,No,1,42,7,14
6,Yes,3,70,7,55
5,No,5,85,4,73
7,No,9,97,9,94
1,No,8,71,9,44
1,No,9,57,5,32
5,No,5,63,6,48
2,No,5,94,9,74
1,No,6,46,6,20
6,Yes,6,76,4,63
1,No,3,75,5,44
3,Yes,3,79,4,57
1,No,2,47,9,24
9,Yes,0,58,9,54
8,Yes,1,90,4,84
9,No,2,69,8,66
5,Yes,6,54,8,43
4,Yes,2,46,8,27
7,No,3,42,8,33
9,No,4,42,5,38
1,Yes,8,40,8,15
1,Yes,4,49,4,20
5,No,5,67,4,50
4,Yes,2,84,9,67
6,Yes,9,61,5,49
9,No,9,78,8,75
8,Yes,8,90,5,80
7,No,0,84,7,74
9,Yes,8,77,4,74
7,Yes,0,87,7,78
5,No,7,55,7,41
9,Yes,6,85,9,87
6,Yes,3,43,7,32
4,Yes,8,48,4,30
7,Yes,8,87,7,77
9,No,7,64,9,59
7,No,3,72,4,64
4,Yes,1,64,8,47
2,No,8,53,9,32
8,Yes,3,90,5,81
1,Yes,0,62,5,36
8,No,4,91,8,84
9,Yes,9,50,9,51
8,No,1,68,5,62
7,Yes,6,91,8,88
8,Yes,4,73,8,67
5,No,4,66,6,53
7,No,2,87,9,80
4,No,4,69,9,57
9,Yes,6,47,9,47
1,No,8,95,8,71
8,No,5,56,4,47
8,Yes,5,80,4,71
9,Yes,0,54,9,52
4,No,7,48,7,32
7,No,6,46,9,43
7,No,4,50,7,39
4,No,8,44,4,27
2,Yes,5,79,4,56
6,Yes,0,61,7,52
8,No,6,46,9,44
4,No,9,85,7,74
4,Yes,7,44,6,28
4,Yes,6,53,5,41
6,Yes,1,40,8,27
3,No,9,42,8,26
8,Yes,3,77,4,72
5,No,9,59,5,45
8,Yes,8,42,6,36
4,Yes,0,99,6,84
5,No,2,97,4,84
8,No,8,82,5,75
7,Yes,8,67,7,59
9,No,0,68,6,63
3,Yes,7,81,5,62
4,Yes,7,72,8,59
3,No,7,68,5,48
9,No,8,65,9,64
5,Yes,1,72,8,58
2,Yes,9,59,5,40
8,No,5,46,9,41
1,No,6,73,5,44
5,No,4,47,9,36
1,Yes,1,61,4,32
9,Yes,7,54,4,53
8,No,4,44,5,35
3,Yes,0,62,9,43
8,No,6,45,4,39
9,No,7,43,7,38
4,Yes,9,71,4,51
2,No,5,80,9,55
8,No,0,92,6,90
4,No,9,42,4,24
6,No,1,98,5,84
6,Yes,6,93,9,86
2,Yes,1,76,4,53
1,Yes,7,67,4,38
2,No,3,60,4,37
9,No,6,57,9,55
2,Yes,0,59,4,30
3,No,4,75,7,53
2,No,2,72,4,49
6,Yes,4,52,8,44
7,No,9,88,8,82
6,Yes,8,58,8,49
2,Yes,6,76,5,56
1,No,9,72,5,45
5,No,1,90,5,76
7,Yes,2,97,7,88
9,No,1,78,9,76
8,Yes,0,51,4,43
9,Yes,8,74,6,69
3,No,8,77,4,58
1,Yes,0,86,8,61
2,Yes,8,63,5,36
9,Yes,4,93,9,93
7,No,1,59,9,51
7,No,4,56,8,51
2,No,4,45,4,18
2,Yes,5,85,9,64
6,Yes,0,62,5,46
5,No,7,47,4,33
6,No,9,79,6,65
7,No,1,69,7,58
8,Yes,7,42,6,37
2,No,1,46,9,22
5,No,0,98,4,78
8,No,7,49,9,46
1,No,0,92,8,67
8,No,2,95,5,90
7,No,4,61,7,51
5,Yes,5,58,4,43
4,Yes,9,98,7,83
5,Yes,8,98,5,83
8,No,0,59,9,50
8,No,3,91,4,85
3,No,4,51,5,31
2,No,5,96,5,75
1,No,7,66,8,39
8,No,1,47,7,36
7,No,4,99,5,90
5,Yes,6,56,9,46
3,Yes,9,81,8,63
6,Yes,2,90,5,78
4,Yes,2,40,4,20
4,Yes,9,63,5,47
1,No,0,50,7,24
7,Yes,8,57,7,48
2,Yes,1,59,5,35
6,Yes,3,91,5,78
3,No,1,55,7,32
4,Yes,9,82,8,68
3,Yes,9,52,4,30
6,Yes,9,58,9,50
9,Yes,0,85,5,82
3,No,8,63,8,42
7,Yes,7,74,5,66
7,Yes,4,93,6,86
3,No,9,45,9,30
5,Yes,9,83,8,71
1,No,4,77,6,54
7,No,7,54,6,44
9,No,1,56,4,54
8,Yes,3,58,4,53
9,No,3,78,9,74
6,Yes,4,99,7,90
5,No,6,63,5,49
9,Yes,2,74,8,68
7,No,8,92,5,84
4,No,9,44,8,27
5,No,7,41,5,25
1,No,9,86,9,64
5,No,2,58,8,44
6,No,7,98,7,89
2,No,7,53,4,29
1,No,9,42,8,21
7,No,0,86,6,77
7,No,0,40,6,31
1,No,7,51,7,26
7,Yes,6,60,7,53
9,Yes,7,41,5,38
5,Yes,5,92,6,78
5,No,3,91,6,73
5,No,6,69,7,57
1,No,0,53,8,24
7,Yes,6,57,6,50
8,Yes,2,93,6,84
5,No,8,58,8,47
5,No,0,90,8,77
9,Yes,9,42,8,41
7,No,2,98,8,86
1,Yes,5,90,8,65
1,No,6,57,4,27
8,No,0,67,4,55
5,Yes,5,91,5,76
6,Yes,2,60,5,47
4,No,6,56,6,37
3,No,8,48,9,35
6,Yes,9,97,5,86
1,Yes,7,50,9,26
7,Yes,7,76,7,67
1,No,6,45,9,22
4,No,7,65,9,49
1,Yes,2,62,4,37
5,Yes,3,79,7,68
8,No,9,62,9,57
3,No,5,87,9,70
7,No,6,78,4,68
8,No,1,97,5,87
1,Yes,6,81,5,57
4,No,3,60,7,43
9,Yes,5,87,8,87
2,No,7,92,7,70
3,No,6,63,4,42
2,No,5,70,9,49
7,No,9,91,9,83
6,No,5,43,5,39
9,No,9,90,5,87
9,No,3,57,8,52
3,No,1,58,8,42
2,No,3,63,4,37
2,Yes,5,70,9,48
2,Yes,6,46,4,20
2,No,1,65,4,42
5,Yes,8,63,9,50
9,No,9,63,7,60
7,No,9,68,6,61
1,Yes,1,66,6,39
6,Yes,0,44,4,29
6,No,0,42,6,29
3,No,8,67,4,49
9,No,1,95,5,91
6,No,4,93,6,81
2,Yes,3,41,8,15
9,No,7,82,8,77
7,Yes,8,82,8,74
4,No,8,88,4,70
1,No,5,41,6,18
2,Yes,0,94,5,64
1,Yes,0,80,7,59
8,No,9,93,4,87
6,No,4,57,8,41
7,Yes,4,40,6,30
7,No,9,70,7,60
1,No,4,77,4,48
3,Yes,9,52,6,31
5,No,6,77,5,65
8,Yes,0,42,8,34
6,Yes,2,73,8,63
2,Yes,6,87,4,59
4,No,4,93,4,78
6,No,8,48,7,36
5,No,3,64,7,50
5,Yes,2,57,5,41
9,Yes,8,99,8,100
5,No,8,60,8,46
3,Yes,7,66,5,45
6,Yes,0,85,4,70
6,Yes,0,59,6,49
6,Yes,0,49,4,38
4,Yes,6,62,4,43
6,No,0,82,6,72
2,Yes,7,91,4,68
7,No,3,71,9,63
6,No,3,81,7,70
7,Yes,2,87,8,79
1,Yes,1,77,4,48
6,Yes,5,52,7,45
3,No,1,48,5,28
2,Yes,3,66,7,42
2,Yes,2,83,6,58
1,Yes,9,89,9,65
6,Yes,0,58,9,49
8,Yes,8,94,7,89
4,No,4,81,6,61
7,No,0,47,8,41
9,Yes,8,64,4,57
3,Yes,7,64,4,43
2,Yes,4,60,9,41
3,Yes,8,70,8,50
6,Yes,2,79,4,68
2,No,4,95,9,77
3,No,8,88,9,73
3,No,2,68,7,51
7,Yes,7,44,4,33
5,No,5,99,7,89
1,No,7,46,8,20
1,No,2,57,7,33
2,No,3,59,8,34
5,Yes,2,86,8,71
7,No,3,95,8,89
7,No,5,63,6,55
2,No,0,94,8,70
2,Yes,2,83,9,61
4,No,4,55,4,36
5,Yes,8,46,7,36
3,Yes,4,95,5,73
1,No,8,80,4,57
8,No,9,90,8,88
8,No,1,78,8,73
7,No,4,95,4,85
3,No,7,76,5,55
4,No,3,90,6,75
6,Yes,4,43,7,29
7,Yes,4,51,4,40
7,No,5,41,6,31
4,No,1,84,9,67
1,No,0,72,7,47
5,No,0,74,6,58
8,Yes,4,58,7,56
1,No,4,50,7,24
7,Yes,1,71,6,62
1,No,1,91,8,65
2,Yes,9,94,8,75
1,Yes,6,83,4,55
8,No,2,81,7,72
6,Yes,9,93,5,82
7,No,3,91,4,82
3,No,0,55,9,33
1,No,9,78,9,54
1,Yes,5,49,8,25
9,Yes,2,56,8,56
8,Yes,5,49,9,47
8,No,9,44,8,41
3,Yes,4,72,9,55
1,No,1,87,9,65
9,Yes,5,78,6,76
4,Yes,2,72,9,55
2,No,2,45,9,20
9,Yes,3,43,8,43
6,No,5,70,8,61
4,No,9,90,5,71
3,Yes,2,70,4,50
2,Yes,1,58,6,37
1,No,6,50,8,22
7,Yes,5,80,9,72
4,Yes,7,62,8,45
8,No,4,67,9,62
1,Yes,2,96,4,69
5,No,7,75,8,59
4,No,0,75,5,56
3,Yes,2,97,4,77
5,No,4,65,5,50
8,No,5,56,9,52
6,Yes,8,97,7,87
4,No,1,43,5,22
5,Yes,5,77,4,61
5,No,0,81,8,68
1,Yes,9,96,7,71
7,No,1,47,6,39
1,No,5,65,4,40
9,Yes,1,47,9,47
9,No,9,46,9,43
6,Yes,2,45,6,34
3,No,6,63,8,44
8,No,1,61,9,56
5,No,9,55,7,38
7,Yes,5,51,8,41
7,Yes,4,86,5,74
8,Yes,7,59,6,52
2,Yes,7,85,5,64
9,Yes,5,82,5,81
6,No,0,71,5,58
6,Yes,0,67,5,56
6,Yes,3,43,9,30
9,No,6,67,4,63
4,No,9,63,9,50
6,Yes,3,77,9,70
8,Yes,6,54,9,50
3,No,4,52,7,34
7,Yes,6,59,6,54
2,Yes,0,45,6,19
6,Yes,7,41,4,27
1,No,5,47,8,20
9,Yes,2,95,7,93
3,Yes,3,81,9,59
8,No,7,59,8,55
8,No,1,57,7,45
7,No,4,89,9,85
9,Yes,8,79,6,77
3,Yes,7,66,6,48
5,Yes,4,53,6,40
2,No,4,55,9,34
9,Yes,7,57,5,55
2,No,2,53,4,29
8,No,8,95,7,89
9,Yes,6,99,8,98
8,Yes,2,75,8,69
9,No,7,99,8,95
3,No,7,51,5,30
3,Yes,3,65,6,41
7,Yes,4,93,5,88
7,No,6,74,9,71
3,Yes,6,61,8,42
1,No,0,90,5,60
2,Yes,3,63,5,39
4,No,2,43,8,22
6,Yes,3,91,7,80
9,No,3,78,4,76
4,No,0,91,6,74
2,Yes,3,47,6,30
8,Yes,6,93,9,90
2,No,4,67,8,50
7,No,1,91,5,82
2,No,2,91,9,70
8,No,2,47,6,42
8,Yes,4,69,4,61
3,No,6,98,9,81
3,No,7,61,6,43
9,No,4,79,7,81
3,No,2,91,6,71
3,No,4,77,5,57
9,No,9,76,5,71
1,Yes,3,60,5,33
7,Yes,7,61,4,56
3,No,1,46,4,26
5,No,9,93,4,78
6,Yes,9,79,7,70
1,Yes,7,61,7,37
4,Yes,4,64,9,45
7,Yes,7,56,9,50
8,Yes,7,94,5,90
2,Yes,9,88,6,65
9,No,9,57,8,55
7,No,4,92,6,83
8,No,6,93,4,82
1,No,6,70,9,45
8,Yes,0,79,6,69
6,No,2,93,7,80
6,Yes,9,72,4,61
9,No,6,89,7,89
1,No,3,95,8,71
7,Yes,3,85,5,73
9,No,6,60,4,54
1,No,0,62,6,32
1,No,5,87,8,58
7,Yes,4,50,7,45
3,No,0,65,8,43
9,No,9,44,9,44
1,Yes,4,56,6,26
6,No,0,89,4,74
1,Yes,4,42,8,17
2,Yes,3,61,5,38
3,Yes,2,70,4,52
1,No,2,87,8,57
3,No,7,90,6,73
3,Yes,1,98,9,84
4,No,1,96,6,77
8,No,2,79,6,73
5,Yes,4,83,4,69
7,Yes,3,72,7,63
1,Yes,9,77,6,51
7,No,6,44,6,35
8,No,0,49,9,37
1,Yes,6,94,8,70
2,No,1,51,6,26
4,Yes,4,42,9,27
9,Yes,9,87,8,89
1,Yes,5,53,9,24
1,Yes,1,50,4,23
6,No,9,95,5,85
1,No,7,89,9,63
3,No,1,70,4,48
7,Yes,0,94,9,90
8,Yes,4,54,5,47
6,No,9,73,9,63
4,Yes,9,85,5,70
8,Yes,4,73,7,65
2,Yes,7,63,6,44
1,No,7,93,6,65
3,No,0,77,6,59
3,No,5,53,6,31
8,No,2,81,5,76
8,Yes,1,87,9,83
1,Yes,0,41,8,13
4,Yes,5,72,5,53
3,No,2,47,9,28
2,Yes,8,73,4,47
9,No,1,53,5,47
6,Yes,0,40,4,25
9,No,5,66,9,65
6,Yes,0,58,7,45
7,Yes,9,57,9,50
2,No,4,65,8,42
4,No,9,90,5,72
6,Yes,7,71,7,61
5,No,5,93,8,77
1,Yes,4,85,4,59
6,Yes,1,76,8,67
4,No,2,40,6,18
7,Yes,8,84,4,76
3,Yes,3,48,7,27
9,No,5,94,9,89
4,Yes,8,85,6,70
5,Yes,9,63,7,48
6,No,7,93,4,80
7,No,5,71,5,60
7,No,7,55,4,47
4,Yes,0,89,5,69
4,Yes,1,84,8,66
2,Yes,6,73,5,51
8,No,1,69,9,64
4,Yes,4,53,7,33
1,Yes,1,72,8,45
2,Yes,1,65,5,43
4,No,7,40,8,25
2,Yes,0,63,5,38
2,No,7,81,8,60
7,No,7,89,4,80
7,No,8,54,5,47
9,No,7,53,6,48
2,No,5,56,4,28
7,Yes,8,41,6,35
2,No,6,42,4,15
4,Yes,6,94,6,77
2,No,5,95,5,73
8,No,2,88,7,84
2,No,5,51,9,31
9,Yes,9,49,8,48
9,Yes,9,95,6,95
4,No,8,54,4,37
6,No,4,99,9,88
8,Yes,6,78,7,70
5,Yes,2,76,8,66
7,No,2,62,7,52
9,Yes,8,43,8,41
2,Yes,8,44,4,24
4,No,5,43,8,27
3,No,1,82,4,64
9,No,3,82,7,79
2,No,8,88,9,67
1,No,2,56,8,28
7,No,3,57,9,51
2,No,6,59,5,36
7,No,6,94,7,85
5,No,4,77,7,63
3,No,6,62,7,43
2,No,8,88,7,70
3,No,7,97,5,77
2,Yes,3,72,8,50
9,Yes,8,43,9,42
7,No,4,79,5,69
5,No,0,50,6,34
6,No,2,92,4,80
6,Yes,9,84,6,74
2,No,8,49,4,24
2,Yes,3,70,7,48
7,Yes,6,94,6,88
9,Yes,0,58,9,55
1,Yes,2,60,8,31
1,No,9,86,8,66
6,No,9,96,4,84
4,Yes,5,64,5,47
9,No,0,77,7,72
9,No,9,45,5,43
9,No,6,98,6,95
5,No,5,54,8,41
1,Yes,1,51,8,25
1,Yes,5,40,6,11
6,No,5,98,4,87
2,No,6,74,6,52
8,No,5,92,7,86
3,Yes,7,90,7,71
2,No,7,95,9,73
6,Yes,2,72,4,60
5,Yes,1,79,9,68
5,Yes,3,51,7,37
3,Yes,0,94,7,76
3,No,5,83,5,61
3,Yes,5,42,5,20
2,No,8,88,9,69
6,No,7,57,4,48
5,No,7,96,7,83
5,No,3,43,7,28
5,Yes,7,57,8,47
6,Yes,1,74,8,64
4,Yes,8,66,4,48
2,Yes,0,98,7,74
6,Yes,5,59,4,46
6,Yes,4,47,8,34
6,No,2,47,4,33
5,Yes,3,64,4,51
2,Yes,4,82,9,65
9,Yes,2,83,8,78
6,No,7,65,8,54
4,No,5,59,8,44
4,Yes,8,56,5,40
1,No,0,55,4,29
4,No,7,93,9,76
9,No,8,95,5,92
3,Yes,1,77,6,55
4,Yes,2,58,7,46
2,No,5,81,4,59
9,No,6,72,5,71
3,Yes,4,87,4,65
9,Yes,7,78,6,79
9,No,8,99,6,96
5,Yes,2,51,4,37
5,Yes,3,44,5,27
2,No,8,79,8,57
9,No,8,52,9,50
8,No,3,76,4,69
4,Yes,8,76,6,60
2,Yes,5,57,4,34
1,No,8,69,4,43
2,Yes,5,55,6,34
4,No,5,77,4,54
1,Yes,9,85,7,58
8,Yes,0,49,8,45
7,Yes,7,98,5,90
7,No,0,46,5,36
7,No,4,43,4,37
1,Yes,5,89,5,64
1,No,5,62,5,37
4,No,8,77,7,57
3,Yes,4,61,7,46
5,Yes,4,53,8,41
9,Yes,7,83,5,80
7,No,0,79,5,69
3,No,1,99,5,79
4,No,1,50,5,30
2,No,7,86,7,63
5,Yes,7,50,9,40
9,No,7,59,6,50
1,No,4,79,7,52
2,No,8,63,7,42
9,Yes,1,55,9,55
1,Yes,1,72,4,44
1,Yes,8,50,6,26
6,Yes,0,75,7,63
7,Yes,3,47,5,39
2,No,9,79,8,55
1,Yes,2,53,6,27
8,No,4,88,7,84
6,No,0,96,9,85
5,No,3,75,9,62
9,No,2,69,4,65
7,No,3,82,6,72
4,Yes,0,77,8,62
8,No,6,66,5,61
6,No,0,57,7,42
2,No,3,45,7,21
6,Yes,7,83,6,72
1,Yes,8,93,6,68
8,No,7,45,4,37
2,No,5,69,8,49
4,No,0,92,9,73
9,No,6,41,8,38
9,No,4,87,6,85
9,No,9,89,7,82
5,No,8,44,7,32
2,Yes,9,63,6,39
7,No,9,53,5,45
6,No,3,60,7,45
7,Yes,9,92,5,86
2,No,0,52,9,29
2,Yes,4,71,8,50
3,Yes,3,82,8,63
6,No,8,41,9,33
1,Yes,6,42,5,17
5,No,6,92,6,74
7,No,4,66,4,57
2,No,2,55,8,32
4,No,2,82,4,65
1,No,7,53,5,27
5,Yes,7,49,7,34
3,No,8,67,7,47
3,Yes,6,96,7,75
9,No,9,67,5,64
5,Yes,7,72,8,61
9,No,3,55,7,55
5,No,3,87,5,72
1,No,3,65,6,37
7,Yes,0,52,5,45
6,Yes,7,81,4,71
9,Yes,1,43,5,42
1,Yes,8,68,5,40
3,No,8,82,6,64
1,Yes,9,88,4,59
5,No,7,50,9,35
7,No,9,84,7,76
1,Yes,8,70,6,44
2,No,5,71,5,46
5,No,7,87,9,73
9,No,5,62,9,59
1,Yes,5,48,8,25
4,Yes,2,43,7,23
6,No,2,45,8,33
6,Yes,4,86,4,75
1,Yes,7,58,6,34
4,No,0,88,9,73
7,No,8,65,5,58
2,Yes,8,72,5,46
8,No,3,41,9,34
3,No,4,44,4,22
9,No,7,43,4,42
9,Yes,9,69,5,67
1,Yes,0,41,8,16
2,Yes,9,95,4,74
8,No,7,47,6,45
6,No,9,93,6,84
6,No,9,63,9,55
1,Yes,2,89,9,69
8,No,5,56,7,50
1,No,3,53,6,26
1,No,3,49,9,24
9,Yes,9,89,7,90
1,Yes,2,46,7,16
6,Yes,5,72,8,59
3,Yes,9,42,5,21
5,No,3,48,9,33
5,Yes,6,54,4,40
1,No,8,75,9,48
6,Yes,7,66,7,58
6,Yes,5,83,8,74
8,Yes,4,50,9,45
6,No,5,59,9,47
7,No,0,61,5,49
1,No,3,76,7,50
2,Yes,7,60,4,39
5,Yes,1,89,7,76
7,Yes,9,83,5,78
5,No,2,71,5,59
6,Yes,5,53,4,41
9,Yes,0,77,5,76
